#This file was produced by Open Exoplanet Catalogue https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue/blob/master/

# COLUMN system_name: Name of the planetary system.  
# COLUMN star_name: Host star's name.  
# COLUMN star_mass: Star's mass in Solar masses (M☉).  
# COLUMN star_radius: Star's radius in Solar radii (R☉).  
# COLUMN star_temperature: Star's temperature in Kelvin (K).  
# COLUMN star_metallicity: Star's metallicity [Fe/H] in dex.  
# COLUMN star_spectral_type: Star's spectral classification.  
# COLUMN planet_name: Exoplanet's name.  
# COLUMN planet_mass: Exoplanet's mass in M♃ or M⊕.  
# COLUMN planet_radius: Exoplanet's radius in R♃ or R⊕.  
# COLUMN planet_temperature: Exoplanet's temperature in Kelvin (K).  
# COLUMN planet_period: Orbital period in days.  
# COLUMN planet_semimajoraxis: Semi-major axis in AU.  
# COLUMN planet_eccentricity: Orbital eccentricity.  
# COLUMN planet_inclination: Orbital inclination in degrees.  
# COLUMN discovery_method: Method used to detect the exoplanet.  
# COLUMN is_transiting: 1 if transiting, 0 if not.  
# COLUMN discovery_year: Year of discovery.  

system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,star_spectral_type,planet_name,planet_mass,planet_radius,planet_temperature,planet_period,planet_semimajoraxis,planet_eccentricity,planet_inclination,discovery_method,is_transiting,discovery_year
KOI-1849,KOI-1849,0.8130,0.7100,5171.00,,,KOI-1849 b,,0.21871,708.0,8.088034000000,0.0740000,,,,1,
KOI-1850,KOI-1850,1.0150,0.9100,5934.00,,,KOI-1850 b,,0.19593,785.0,11.551282000000,0.1010000,,,,1,
KOI-1851,KOI-1851,1.0240,0.9300,5966.00,,,KOI-1851 b,,0.20960,1089.0,4.469763000000,0.0540000,,,,1,
KOI-1852,KOI-1852,1.0090,1.0370,5939.00,,,KOI-1852 b,,0.22145,758.0,15.773780000000,0.1240000,,,,1,
KOI-1853,KOI-1853,1.1000,1.0200,6206.00,,,KOI-1853 b,,0.19320,496.0,60.085560000000,0.3100000,,,,1,
KOI-1854,KOI-1854,0.8980,1.3300,5597.00,,,KOI-1854 b,,0.28615,590.0,43.032520000000,0.2320000,,,,1,
KOI-1856,KOI-1856,0.9110,1.6000,5353.00,,,KOI-1856 b,,0.39642,604.0,46.294940000000,0.2450000,,,,1,
KOI-1857,KOI-1857,0.9900,0.9000,5862.00,,,KOI-1857 b,,0.24605,393.0,88.645780000000,0.3880000,,,,1,
KOI-1858,KOI-1858,0.8970,0.9400,5664.00,,,KOI-1858 b,,0.38275,362.0,116.332230000000,0.4500000,,,,1,
KOI-1858,KOI-1858,0.8970,0.9400,5664.00,,,KOI-1858 c,,0.17679,400.0,86.047700000000,0.3680000,,,,1,
KOI-1860,KOI-1860,1.0800,1.1200,5708.00,,,KOI-1860 b,,0.23512,1017.0,6.319439000000,0.0690000,,,,1,
KOI-1860,KOI-1860,1.0800,1.1200,5708.00,,,KOI-1860 c,,0.22783,816.0,12.209420000000,0.1070000,,,,1,
KOI-1860,KOI-1860,1.0800,1.1200,5708.00,,,KOI-1860 d,,0.14672,1303.0,3.076508000000,0.0420000,,,,1,
KOI-1861,KOI-1861,1.0910,1.0000,6162.00,,,KOI-1861 b,,0.22600,736.0,17.504390000000,0.1360000,,,,1,
KOI-1862,KOI-1862,0.9460,0.8500,5702.00,,,KOI-1862 b,,0.20960,437.0,56.435000000000,0.2830000,,,,1,
KOI-1863,KOI-1863,1.1000,1.0100,6188.00,,,KOI-1863 b,,0.22783,597.0,33.788820000000,0.2110000,,,,1,
KOI-1864,KOI-1864,1.2000,2.1600,5800.00,,,KOI-1864 b,,0.24879,1773.0,3.215150000000,0.0450000,,,,1,
KOI-1866,KOI-1866,1.0350,0.9300,5993.00,,,KOI-1866 b,,0.35541,384.0,105.308000000000,0.4420000,,,,1,
KOI-1867,KOI-1867,0.5470,0.5230,4042.00,,,KOI-1867 b,,0.10936,744.0,2.549559000000,0.0300000,,,,1,
KOI-1867,KOI-1867,0.5470,0.5230,4042.00,,,KOI-1867 c,,0.19502,423.0,13.969407000000,0.0930000,,,,1,
KOI-1867,KOI-1867,0.5470,0.5230,4042.00,,,KOI-1867 d,,0.09751,589.0,5.212275000000,0.0480000,,,,1,
KOI-1868,KOI-1868,0.5590,0.5330,4121.00,,,KOI-1868 b,,0.18591,400.0,17.760669000000,0.1100000,,,,1,
KOI-1870,KOI-1870,0.7500,0.7600,5099.00,,,KOI-1870 b,,0.20049,736.0,7.964294000000,0.0710000,,,,1,
KOI-1871,KOI-1871,0.6440,0.6160,4572.00,,,KOI-1871 b,,0.20140,269.0,92.725000000000,0.3460000,,,,1,
KOI-1871,KOI-1871,0.6440,0.6160,4572.00,,,KOI-1871 c,,0.16586,382.0,32.376700000000,0.1720000,,,,1,
KOI-1872,KOI-1872,0.8990,0.8000,5512.00,,,KOI-1872 b,,0.62880,506.0,30.523090000000,0.1840000,,,,1,
KOI-1873,KOI-1873,1.0700,0.9700,6134.00,,,KOI-1873 b,,0.49210,455.0,71.310100000000,0.3440000,,,,1,
KOI-1873,KOI-1873,1.0700,0.9700,6134.00,,,KOI-1873 c,,0.29772,600.0,34.918563600000,0.2189590,,,,1,
KOI-1874,KOI-1874,0.6020,0.5710,4354.00,,,KOI-1874 b,,0.22509,426.0,18.684650000000,0.1160000,,,,1,
KOI-1874,KOI-1874,0.6020,0.5710,4354.00,,,KOI-1874 c,,0.14763,578.0,7.416400000000,0.0630000,,,,1,
KOI-1875,KOI-1875,1.0100,0.9600,5959.00,,,KOI-1875 b,,0.19137,854.0,9.917215000000,0.0910000,,,,1,
KOI-1875,KOI-1875,1.0100,0.9600,5959.00,,,KOI-1875 c,,0.12439,2237.0,0.538355310000,0.0127590,,,,1,
KOI-1876,KOI-1876,0.6200,0.5900,4450.00,,,KOI-1876 b,,0.24879,268.0,82.531860000000,0.3160000,,,,1,
KOI-1877,KOI-1877,0.9180,2.1000,4916.00,,,KOI-1877 b,,0.34538,837.0,20.160200000000,0.1410000,,,,1,
KOI-1878,KOI-1878,1.1060,1.1700,6250.00,,,KOI-1878 b,,0.29162,608.0,40.809530000000,0.2400000,,,,1,
KOI-1879,KOI-1879,0.6300,0.9300,3831.00,,,KOI-1879 b,,0.50122,448.0,22.085150000000,0.1320000,,,,1,
KOI-1880,KOI-1880,0.5480,0.5240,4048.00,,,KOI-1880 b,,0.13578,963.0,1.151167100000,0.0180000,,,,1,
KOI-1881,KOI-1881,0.7800,0.8200,5257.00,,,KOI-1881 b,,0.26428,515.0,28.266810000000,0.1670000,,,,1,
KOI-1882,KOI-1882,1.0670,0.9700,6101.00,,,KOI-1882 b,,0.16677,1209.0,3.770567000000,0.0480000,,,,1,
KOI-1883,KOI-1883,1.1200,1.1900,6295.00,,,KOI-1883 b,,0.09751,1516.0,2.707290000000,0.0400000,,,,1,
KOI-1884,KOI-1884,0.9500,0.9200,5077.00,,,KOI-1884 b,,0.45565,545.0,23.120040000000,0.1560000,,,,1,
KOI-1884,KOI-1884,0.9500,0.9200,5077.00,,,KOI-1884 c,,0.23967,918.0,4.775041000000,0.0550000,,,,1,
KOI-1885,KOI-1885,1.0290,0.9300,5973.00,,,KOI-1885 b,,0.17953,1010.0,5.653717000000,0.0630000,,,,1,
KOI-1886,KOI-1886,1.3300,1.8700,6347.00,,,KOI-1886 b,,0.22783,1436.0,5.991849000000,0.0710000,,,,1,
KOI-1888,KOI-1888,1.2900,1.4100,6741.00,,,KOI-1888 b,,0.39186,489.0,120.019000000000,0.5190000,,,,1,
KOI-1889,KOI-1889,0.9590,0.8500,5734.00,,,KOI-1889 b,,0.26428,693.0,14.305200000000,0.1140000,,,,1,
KOI-1889,KOI-1889,0.9590,0.8500,5734.00,,,KOI-1889 c,,0.17315,802.0,9.181860000000,0.0850000,,,,1,
KOI-1890,KOI-1890,1.1610,1.3200,6045.00,,,KOI-1890 b,,0.13670,1308.0,4.336491000000,0.0550000,,,,1,
KOI-1891,KOI-1891,0.7920,0.6900,5093.00,,,KOI-1891 b,,0.16859,552.0,15.955220000000,0.1150000,,,,1,
KOI-1891,KOI-1891,0.7920,0.6900,5093.00,,,KOI-1891 c,,0.11482,688.0,8.259800000000,0.0740000,,,,1,
KOI-1892,KOI-1892,0.9400,0.8300,5664.00,,,KOI-1892 b,,0.27339,415.0,62.562590000000,0.3020000,,,,1,
KOI-1893,KOI-1893,1.0730,0.9800,6114.00,,,KOI-1893 b,,0.13670,1230.0,3.554901000000,0.0470000,,,,1,
KOI-1894,KOI-1894,2.2110,9.0000,4998.00,,,KOI-1894 b,,1.55833,2388.0,5.288016000000,0.0770000,,,,1,
KOI-1895,KOI-1895,0.6530,0.5790,4496.00,,,KOI-1895 b,,0.19137,570.0,8.457521000000,0.0700000,,,,1,
KOI-1895,KOI-1895,0.6530,0.5790,4496.00,,,KOI-1895 c,,0.21051,447.0,17.281160000000,0.1140000,,,,1,
KOI-1895,KOI-1895,0.6530,0.5790,4496.00,,,KOI-1895 d,,0.19958,364.0,32.134930000000,0.1720000,,,,1,
KOI-1897,KOI-1897,1.0800,1.0900,6190.00,,,KOI-1897 b,,0.24605,516.0,59.770490000000,0.3070000,,,,1,
KOI-1898,KOI-1898,1.0320,1.0400,6057.00,,,KOI-1898 b,,0.14216,1039.0,6.498013000000,0.0690000,,,,1,
KOI-1899,KOI-1899,1.1400,1.2100,6321.00,,,KOI-1899 b,,0.23694,793.0,19.761910000000,0.1490000,,,,1,
KOI-1899,KOI-1899,1.1400,1.2100,6321.00,,,KOI-1899 c,,0.09751,980.0,10.522490000000,0.0980260,,,,1,
KOI-1900,KOI-1900,0.6200,0.5900,4450.00,,,KOI-1900 b,,0.13761,674.0,5.184980000000,0.0500000,,,,1,
KOI-1901,KOI-1901,1.0600,0.9600,6078.00,,,KOI-1901 b,,0.18864,423.0,85.653900000000,0.3880000,,,,1,
KOI-1902,KOI-1902,0.5340,0.5130,3968.00,,,KOI-1902 b,,1.91374,193.0,137.864750000000,0.4240000,,,,1,
KOI-1904,KOI-1904,0.9190,1.8900,5054.00,,,KOI-1904 b,,0.33445,959.0,12.439517000000,0.1020000,,,,1,
KOI-1905,KOI-1905,0.7460,0.7500,5070.00,,,KOI-1905 b,,0.12758,737.0,7.626364000000,0.0690000,,,,1,
KOI-1905,KOI-1905,0.7460,0.7500,5070.00,,,KOI-1905 c,,0.11938,619.0,15.995576580000,0.1154430,,,,1,
KOI-1905,KOI-1905,0.7460,0.7500,5070.00,,,KOI-1905 d,,0.12485,481.0,34.211080500000,0.1916360,,,,1,
KOI-1906,KOI-1906,0.8600,0.7700,5381.00,,,KOI-1906 b,,1.36695,739.0,8.710420000000,0.0790000,,,,1,
KOI-1907,KOI-1907,0.5530,0.5280,4086.00,,,KOI-1907 b,,0.17679,460.0,11.350106000000,0.0810000,,,,1,
KOI-1908,KOI-1908,0.6010,0.5710,4347.00,,,KOI-1908 b,,0.13123,486.0,12.550960000000,0.0890000,,,,1,
KOI-1908,KOI-1908,0.6010,0.5710,4347.00,,,KOI-1908 c,,0.10571,390.0,24.088260000000,0.1380000,,,,1,
KOI-1909,KOI-1909,1.0600,1.0000,6095.00,,,KOI-1909 b,,0.13487,815.0,12.758079000000,0.1090000,,,,1,
KOI-1909,KOI-1909,1.0600,1.0000,6095.00,,,KOI-1909 c,,0.10115,1081.0,5.470371000000,0.0620000,,,,1,
KOI-1909,KOI-1909,1.0600,1.0000,6095.00,,,KOI-1909 d,,0.14581,651.0,25.098580000000,0.1710000,,,,1,
KOI-1910,KOI-1910,0.7940,0.8400,5299.00,,,KOI-1910 b,,0.21871,490.0,34.267490000000,0.1910000,,,,1,
KOI-1911,KOI-1911,0.8100,0.7900,5284.00,,,KOI-1911 b,,0.20049,853.0,5.753201000000,0.0590000,,,,1,
KOI-1913,KOI-1913,0.8440,0.9500,5517.00,,,KOI-1913 b,,0.12211,986.0,5.508576000000,0.0580000,,,,1,
KOI-1914,KOI-1914,0.9180,2.1400,4889.00,,,KOI-1914 b,,0.57412,859.0,18.930940000000,0.1350000,,,,1,
KOI-1915,KOI-1915,1.0350,0.9300,5990.00,,,KOI-1915 b,,0.14490,971.0,6.562295000000,0.0690000,,,,1,
KOI-1916,KOI-1916,1.0570,0.9600,6064.00,,,KOI-1916 b,,0.19684,676.0,20.678850000000,0.1500000,,,,1,
KOI-1916,KOI-1916,1.0570,0.9600,6064.00,,,KOI-1916 c,,0.17224,873.0,9.599922000000,0.0900000,,,,1,
KOI-1916,KOI-1916,1.0570,0.9600,6064.00,,,KOI-1916 d,,0.08384,1464.0,2.024848000000,0.0320000,,,,1,
KOI-1917,KOI-1917,1.1520,1.0900,6358.00,,,KOI-1917 b,,0.24605,625.0,35.011980000000,0.2200000,,,,1,
KOI-1920,KOI-1920,0.8950,0.7900,5488.00,,,KOI-1920 b,,0.19775,614.0,16.571152000000,0.1230000,,,,1,
KOI-1921,KOI-1921,1.2800,1.3400,6716.00,,,KOI-1921 b,,0.27339,932.0,16.004900000000,0.1350000,,,,1,
KOI-1922,KOI-1922,1.0560,0.9500,6050.00,,,KOI-1922 b,,0.18591,1481.0,1.954541000000,0.0310000,,,,1,
KOI-1922,KOI-1922,1.0560,0.9500,6050.00,,,KOI-1922 c,,0.09660,747.0,15.095200000000,0.1220000,,,,1,
KOI-1922,KOI-1922,1.0560,0.9500,6050.00,,,KOI-1922 d,,0.34229,392.0,105.654822700000,0.4426070,,,,1,
KOI-1923,KOI-1923,0.9080,1.5100,5437.00,,,KOI-1923 b,,0.29162,1107.0,7.234049000000,0.0710000,,,,1,
KOI-1925,KOI-1925,0.8800,0.9470,5365.00,,,KOI-1925 b,,0.10207,410.0,68.958030000000,0.3160000,,,,1,
KOI-1928,KOI-1928,1.0230,0.9700,6000.00,,,KOI-1928 b,,0.25516,465.0,63.038140000000,0.3130000,,,,1,
KOI-1929,KOI-1929,1.0210,1.4600,5900.00,,,KOI-1929 b,,0.18226,1046.0,9.693030000000,0.0900000,,,,1,
KOI-1929,KOI-1929,1.0210,1.4600,5900.00,,,KOI-1929 c,,0.13032,1497.0,3.292743000000,0.0440000,,,,1,
KOI-1930,KOI-1930,1.1010,1.5100,5897.00,,,KOI-1930 b,,0.20140,938.0,13.726860000000,0.1160000,,,,1,
KOI-1930,KOI-1930,1.1010,1.5100,5897.00,,,KOI-1930 c,,0.19502,775.0,24.310580000000,0.1700000,,,,1,
KOI-1930,KOI-1930,1.1010,1.5100,5897.00,,,KOI-1930 d,,0.22418,634.0,44.431500000000,0.2540000,,,,1,
KOI-1930,KOI-1930,1.1010,1.5100,5897.00,,,KOI-1930 e,,0.12394,1065.0,9.341310000000,0.0900000,,,,1,
KOI-1931,KOI-1931,0.9340,0.8300,5639.00,,,KOI-1931 b,,0.14399,956.0,4.977671000000,0.0560000,,,,1,
KOI-1931,KOI-1931,0.9340,0.8300,5639.00,,,KOI-1931 c,,0.12485,746.0,10.558030000000,0.0920000,,,,1,
KOI-1931,KOI-1931,0.9340,0.8300,5639.00,,,KOI-1931 d,,0.11209,855.0,6.988250000000,0.0700000,,,,1,
KOI-1932,KOI-1932,2.0900,2.8300,8229.00,,,KOI-1932 b,,0.47388,1361.0,22.824850000000,0.2010000,,,,1,
KOI-1932,KOI-1932,2.0900,2.8300,8229.00,,,KOI-1932 c,,0.40334,1673.0,14.844509820000,0.1501130,,,,1,
KOI-1933,KOI-1933,0.9610,0.8500,5736.00,,,KOI-1933 b,,0.23694,459.0,49.101460000000,0.2590000,,,,1,
KOI-1934,KOI-1934,0.6700,0.5920,4568.00,,,KOI-1934 b,,0.15948,386.0,28.782810000000,0.1610000,,,,1,
KOI-1935,KOI-1935,1.0100,0.7100,5658.00,,,KOI-1935 b,,0.98421,603.0,15.444270000000,0.1220000,,,,1,
KOI-1937,KOI-1937,0.6050,0.5730,4368.00,,,KOI-1937 b,,0.11847,1006.0,1.411226500000,0.0210000,,,,1,
KOI-1938,KOI-1938,0.8370,0.7400,5271.00,,,KOI-1938 b,,0.20960,320.0,96.914920000000,0.3890000,,,,1,
KOI-1939,KOI-1939,0.8790,0.7700,5434.00,,,KOI-1939 b,,0.20049,648.0,13.474881000000,0.1060000,,,,1,
KOI-1940,KOI-1940,0.6060,0.5760,4379.00,,,KOI-1940 b,,0.18408,512.0,10.994615000000,0.0820000,,,,1,
KOI-1940,KOI-1940,0.6060,0.5760,4379.00,,,KOI-1940 c,,0.06197,604.0,6.736800000000,0.0590000,,,,1,
KOI-1942,KOI-1942,0.8240,0.7200,5214.00,,,KOI-1942 b,,0.25972,651.0,10.849813000000,0.0900000,,,,1,
KOI-1944,KOI-1944,1.3500,1.9700,6286.00,,,KOI-1944 b,,0.54678,1146.0,12.184118000000,0.1150000,,,,1,
KOI-1945,KOI-1945,0.8560,0.8100,5434.00,,,KOI-1945 b,,0.24605,399.0,62.140200000000,0.2920000,,,,1,
KOI-1945,KOI-1945,0.8560,0.8100,5434.00,,,KOI-1945 c,,0.14581,615.0,17.118550000000,0.1230000,,,,1,
KOI-1946,KOI-1946,1.0400,0.9800,5540.00,,,KOI-1946 b,,0.21142,848.0,8.294769000000,0.0810000,,,,1,
KOI-1950,KOI-1950,0.9300,0.7400,5186.00,,,KOI-1950 b,,0.30073,352.0,66.415900000000,0.3130000,,,,1,
KOI-1951,KOI-1951,1.1300,1.0600,6290.00,,,KOI-1951 b,,0.18226,598.0,37.322810000000,0.2280000,,,,1,
KOI-1952,KOI-1952,1.0120,1.0100,6000.00,,,KOI-1952 b,,0.17041,946.0,8.010350000000,0.0790000,,,,1,
KOI-1952,KOI-1952,1.0120,1.0100,6000.00,,,KOI-1952 c,,0.18773,627.0,27.664960000000,0.1800000,,,,1,
KOI-1952,KOI-1952,1.0120,1.0100,6000.00,,,KOI-1952 d,,0.11391,1095.0,5.195500000000,0.0590000,,,,1,
KOI-1952,KOI-1952,1.0120,1.0100,6000.00,,,KOI-1952 e,,0.18317,544.0,42.469900000000,0.2390000,,,,1,
KOI-1955,KOI-1955,1.1900,1.1200,6464.00,,,KOI-1955 b,,0.18773,849.0,15.170189000000,0.1270000,,,,1,
KOI-1955,KOI-1955,1.1900,1.1200,6464.00,,,KOI-1955 c,,0.18955,616.0,39.459880000000,0.2410000,,,,1,
KOI-1955,KOI-1955,1.1900,1.1200,6464.00,,,KOI-1955 d,,0.07473,1821.0,1.644226106000,0.0289802,,,,1,
KOI-1955,KOI-1955,1.1900,1.1200,6464.00,,,KOI-1955 e,,0.16012,723.0,26.235108000000,0.1836750,,,,1,
KOI-1957,KOI-1957,1.1700,1.2600,6416.00,,,KOI-1957 b,,0.20049,1969.0,1.386800300000,0.0260000,,,,1,
KOI-1958,KOI-1958,1.0240,0.9200,5969.00,,,KOI-1958 b,,0.26792,688.0,17.815630000000,0.1350000,,,,1,
KOI-1959,KOI-1959,0.7000,0.6900,4867.00,,,KOI-1959 b,,0.20049,407.0,36.515670000000,0.1920000,,,,1,
KOI-1960,KOI-1960,1.0500,1.0600,6111.00,,,KOI-1960 b,,0.15036,947.0,8.968574000000,0.0860000,,,,1,
KOI-1960,KOI-1960,1.0500,1.0600,6111.00,,,KOI-1960 c,,0.13943,689.0,23.221830200000,0.1607900,,,,1,
KOI-1961,KOI-1961,1.0020,1.7500,5538.00,,,KOI-1961 b,,0.19866,1864.0,1.907808600000,0.0300000,,,,1,
KOI-1962,KOI-1962,1.0720,1.3600,5923.00,,,KOI-1962 b,,0.21598,672.0,32.858330000000,0.2060000,,,,1,
KOI-1963,KOI-1963,1.0600,0.9700,6074.00,,,KOI-1963 b,,0.25516,794.0,12.896220000000,0.1100000,,,,1,
KOI-1964,KOI-1964,0.9210,0.9710,5548.00,,,KOI-1964 b,,0.06653,1327.0,2.229323000000,0.0330000,,,,1,
KOI-1965,KOI-1965,0.9400,0.8300,5659.00,,,KOI-1965 b,,0.13578,1218.0,2.514615000000,0.0350000,,,,1,
KOI-1967,KOI-1967,0.7120,0.7000,4915.00,,,KOI-1967 b,,0.13214,837.0,4.417749000000,0.0470000,,,,1,
KOI-1968,KOI-1968,1.1300,1.0500,6303.00,,,KOI-1968 b,,0.32807,924.0,10.087508000000,0.0950000,,,,1,
KOI-1969,KOI-1969,0.9350,0.8300,5640.00,,,KOI-1969 b,,0.21233,647.0,16.343570000000,0.1230000,,,,1,
KOI-1970,KOI-1970,0.9300,0.9600,5752.00,,,KOI-1970 b,,0.27339,641.0,21.963940000000,0.1500000,,,,1,
KOI-1970,KOI-1970,0.9300,0.9600,5752.00,,,KOI-1970 c,,0.28250,359.0,125.596300000000,0.4790000,,,,1,
KOI-1971,KOI-1971,0.7560,0.6700,4941.00,,,KOI-1971 b,,0.19502,497.0,19.329600000000,0.1280000,,,,1,
KOI-1972,KOI-1972,1.0600,0.9700,6074.00,,,KOI-1972 b,,0.20049,715.0,17.790970000000,0.1360000,,,,1,
KOI-1972,KOI-1972,1.0600,0.9700,6074.00,,,KOI-1972 c,,0.08247,1770.0,1.226211410000,0.0228625,,,,1,
KOI-1973,KOI-1973,0.6440,0.6160,4574.00,,,KOI-1973 b,,0.16859,823.0,3.290169000000,0.0370000,,,,1,
KOI-1974,KOI-1974,0.9010,0.8000,5517.00,,,KOI-1974 b,,0.26428,330.0,109.444000000000,0.4330000,,,,1,
KOI-1975,KOI-1975,0.9900,0.8900,5853.00,,,KOI-1975 b,,0.21051,889.0,7.560344000000,0.0750000,,,,1,
KOI-1976,KOI-1976,0.8000,0.7700,5240.00,,,KOI-1976 b,,0.19137,655.0,12.124000000000,0.0960000,,,,1,
KOI-1977,KOI-1977,0.6100,0.5800,4401.00,,,KOI-1977 b,,0.11300,543.0,9.387512000000,0.0740000,,,,1,
KOI-1977,KOI-1977,0.6100,0.5800,4401.00,,,KOI-1977 c,,0.06288,589.0,7.415380000000,0.0630000,,,,1,
KOI-1978,KOI-1978,1.0200,0.9600,5996.00,,,KOI-1978 b,,0.28250,987.0,6.511168000000,0.0690000,,,,1,
KOI-1978,KOI-1978,1.0200,0.9600,5996.00,,,KOI-1978 c,,0.31896,642.0,23.851360000000,0.1630000,,,,1,
KOI-1979,KOI-1979,0.9460,0.9400,5794.00,,,KOI-1979 b,,0.10298,1288.0,2.714060000000,0.0370000,,,,1,
KOI-1980,KOI-1980,0.9190,0.8200,5590.00,,,KOI-1980 b,,0.25516,325.0,122.876700000000,0.4700000,,,,1,
KOI-1981,KOI-1981,0.7500,0.8000,5102.00,,,KOI-1981 b,,0.11847,1422.0,1.063790000000,0.0190000,,,,1,
KOI-1982,KOI-1982,0.8700,0.7700,5394.00,,,KOI-1982 b,,0.22783,897.0,4.887533000000,0.0540000,,,,1,
KOI-1984,KOI-1984,1.0900,1.0000,6158.00,,,KOI-1984 b,,0.18044,681.0,22.064100000000,0.1590000,,,,1,
KOI-1985,KOI-1985,0.7200,0.7100,4926.00,,,KOI-1985 b,,0.14581,772.0,5.756239000000,0.0560000,,,,1,
KOI-1986,KOI-1986,0.9120,1.6800,5251.00,,,KOI-1986 b,,0.69259,411.0,148.456900000000,0.5320000,,,,1,
KOI-1986,KOI-1986,0.9120,1.6800,5251.00,,,KOI-1986 c,,0.10936,805.0,7.127616150000,0.0679967,,,,1,
KOI-1988,KOI-1988,0.6700,0.6000,4674.00,,,KOI-1988 b,,0.10024,1305.0,0.934891800000,0.0160000,,,,1,
KOI-1989,KOI-1989,0.9360,1.1400,5793.00,,,KOI-1989 b,,0.27795,337.0,201.123200000000,0.6570000,,,,1,
KOI-1990,KOI-1990,1.0650,0.9700,6103.00,,,KOI-1990 b,,0.21780,642.0,24.757240000000,0.1700000,,,,1,
KOI-1992,KOI-1992,1.0600,0.9600,6064.00,,,KOI-1992 b,,0.15401,794.0,12.798380000000,0.1090000,,,,1,
KOI-1992,KOI-1992,1.0600,0.9600,6064.00,,,KOI-1992 c,,0.15401,630.0,27.321145000000,0.1818790,,,,1,
KOI-1995,KOI-1995,1.0400,0.9600,5587.00,,,KOI-1995 b,,0.77461,706.0,14.387266000000,0.1170000,,,,1,
KOI-1996,KOI-1996,0.8000,0.8200,4619.00,,,KOI-1996 b,,0.21962,634.0,10.131950000000,0.0850000,,,,1,
KOI-1997,KOI-1997,1.0420,0.9400,6017.00,,,KOI-1997 b,,0.22783,542.0,38.505190000000,0.2260000,,,,1,
KOI-1998,KOI-1998,1.1000,1.0100,6210.00,,,KOI-1998 b,,0.27339,1028.0,6.773958000000,0.0720000,,,,1,
KOI-2000,KOI-2000,0.8920,0.7900,5482.00,,,KOI-2000 b,,0.22783,526.0,26.410730000000,0.1670000,,,,1,
KOI-2001,KOI-2001,0.9150,1.8000,5119.00,,,KOI-2001 b,,0.21871,1086.0,8.277379000000,0.0780000,,,,1,
KOI-2002,KOI-2002,1.0300,0.9300,5990.00,,,KOI-2002 b,,0.12667,747.0,14.375170000000,0.1170000,,,,1,
KOI-2004,KOI-2004,0.9360,0.9300,5760.00,,,KOI-2004 b,,0.20049,463.0,56.189440000000,0.2810000,,,,1,
KOI-2004,KOI-2004,0.9360,0.9300,5760.00,,,KOI-2004 c,,0.08730,1220.0,3.188976450000,0.0421413,,,,1,
KOI-2004,KOI-2004,0.9360,0.9300,5760.00,,,KOI-2004 d,,0.07564,1480.0,1.721068000000,0.0274899,,,,1,
KOI-2005,KOI-2005,0.6410,0.6120,4557.00,,,KOI-2005 b,,0.15219,637.0,6.921029000000,0.0610000,,,,1,
KOI-2006,KOI-2006,0.5450,0.5210,4025.00,,,KOI-2006 b,,0.08019,685.0,3.273459000000,0.0350000,,,,1,
KOI-2007,KOI-2007,1.0340,1.0500,6064.00,,,KOI-2007 c,,0.13852,705.0,21.129020000000,0.1510000,,,,1,
KOI-2009,KOI-2009,0.9800,0.9700,5890.00,,,KOI-2009 b,,0.20049,414.0,86.749000000000,0.3810000,,,,1,
KOI-2010,KOI-2010,1.3100,1.3300,6797.00,,,KOI-2010 b,,0.22783,797.0,25.962640000000,0.1880000,,,,1,
KOI-2011,KOI-2011,1.1580,1.0800,6361.00,,,KOI-2011 b,,0.13578,1060.0,7.056747000000,0.0760000,,,,1,
KOI-2011,KOI-2011,1.1580,1.0800,6361.00,,,KOI-2011 c,,0.09742,824.0,17.265493800000,0.1389550,,,,1,
KOI-2012,KOI-2012,0.9870,0.8800,5836.00,,,KOI-2012 b,,0.24696,530.0,34.853330000000,0.2080000,,,,1,
KOI-2013,KOI-2013,0.5900,0.5580,4286.00,,,KOI-2013 b,,0.07837,815.0,2.414360000000,0.0300000,,,,1,
KOI-2014,KOI-2014,0.9270,0.8600,5669.00,,,KOI-2014 b,,0.21871,1240.0,2.466077000000,0.0350000,,,,1,
KOI-2016,KOI-2016,1.0600,0.9100,5866.00,,,KOI-2016 b,,0.13670,1072.0,4.306430000000,0.0530000,,,,1,
KOI-2017,KOI-2017,0.9600,0.8900,5782.00,,,KOI-2017 b,,0.11938,1306.0,2.295026000000,0.0340000,,,,1,
KOI-2018,KOI-2018,0.9010,1.0300,5707.00,,,KOI-2018 b,,0.23694,617.0,27.495400000000,0.1720000,,,,1,
KOI-2019,KOI-2019,0.9870,0.8800,5831.00,,,KOI-2019 b,,0.24605,715.0,14.088180000000,0.1140000,,,,1,
KOI-2020,KOI-2020,0.6450,0.6180,4580.00,,,KOI-2020 b,,0.23694,254.0,110.965500000000,0.3910000,,,,1,
KOI-2021,KOI-2021,0.8200,0.6400,4883.00,,,KOI-2021 b,,0.14307,821.0,3.764162000000,0.0440000,,,,1,
KOI-2022,KOI-2022,1.0170,0.9100,5934.00,,,KOI-2022 b,,0.17132,989.0,5.929774000000,0.0640000,,,,1,
KOI-2022,KOI-2022,1.0170,0.9100,5934.00,,,KOI-2022 c,,0.19046,772.0,12.247690000000,0.1050000,,,,1,
