system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,planet_name,planet_radius,planet_temperature,planet_period,semi_major_axis,discovery_method,is_transiting,discovery_year
Kepler-1650,Kepler-1650,0.33,0.33,3410.0,-0.11,Kepler-1650 b,0.086,762.0,1.53818001,0.104541,transit,1,2017.0
Kepler-1652,Kepler-1652,0.4,0.38,3638.0,-0.3,Kepler-1652 b,0.143,268.0,38.09722,0.1654,transit,1,2017.0
Kepler-1653,Kepler-1653,0.72,0.69,4807.0,-0.18,Kepler-1653 b,0.194,284.0,140.2524,0.4706,transit,1,2017.0
Kepler-1654,Kepler-1654,1.01,1.18,5597.0,-0.088,Kepler-1654 b,0.819,206.0,1047.8356,2.026,transit,1,2018.0
Kepler-1655,Kepler-1655,1.03,1.03,6148.0,-0.24,Kepler-1655 b,0.197,762.0,11.8728787,0.103,transit,1,2018.0
Kepler-1656,Kepler-1656,1.03,1.1,5731.0,0.19,Kepler-1656 b,0.448,651.0,31.578659,0.197,transit,1,2018.0
Kepler-1658,Kepler-1658,1.45,2.89,6216.0,-0.18,Kepler-1658 b,1.07,762.0,3.84937278,0.0544,transit,1,2019.0
Kepler-166,Kepler-166,0.879,0.742,5413.0,0.0,Kepler-166 b,0.20687,762.0,7.650254,0.104541,transit,1,2014.0
Kepler-166,Kepler-166,0.879,0.742,5413.0,0.0,Kepler-166 c,0.21689,762.0,34.260281,0.104541,transit,1,2014.0
Kepler-166,Kepler-166,0.879,0.742,5413.0,0.0,Kepler-166 d,0.154,762.0,1.55400393,0.104541,transit,1,2016.0
Kepler-1661,Kepler-1661,0.84,0.76,5100.0,-0.12,Kepler-1661 b,0.345,243.0,175.06,0.633,transit,1,2020.0
Kepler-1663,Kepler-1663,0.954,0.71,3793.47,0.0,Kepler-1663 b,0.295,762.0,17.6046,0.104541,transit,1,2020.0
Kepler-1664,Kepler-1664,0.954,0.945,5945.95,0.0,Kepler-1664 b,0.271,762.0,14.3868,0.104541,transit,1,2020.0
Kepler-1665,Kepler-1665,0.954,0.8,4949.25,0.0,Kepler-1665 b,0.253,762.0,11.9548,0.104541,transit,1,2020.0
Kepler-1666,Kepler-1666,0.954,1.21,5818.75,0.0,Kepler-1666 b,0.257,762.0,25.8476,0.104541,transit,1,2020.0
Kepler-1666,Kepler-1666,0.954,1.21,5818.75,0.0,Kepler-1666 c,0.289,762.0,40.7157,0.104541,transit,1,2020.0
Kepler-1667,Kepler-1667,0.954,1.06,5951.0,0.0,Kepler-1667 b,0.266,762.0,83.5781,0.104541,transit,1,2020.0
Kepler-1668,Kepler-1668,0.954,1.05,5328.33,0.0,Kepler-1668 b,0.388,762.0,15.434,0.104541,transit,1,2020.0
Kepler-1669,Kepler-1669,0.954,0.71,4218.09,0.0,Kepler-1669 b,0.248,762.0,9.51216,0.104541,transit,1,2020.0
Kepler-167,Kepler-167,0.77,0.726,4890.0,-0.03,Kepler-167 b,0.14408,762.0,4.3931632,0.0483,transit,1,2014.0
Kepler-167,Kepler-167,0.77,0.726,4890.0,-0.03,Kepler-167 c,0.12485,762.0,7.406114,0.0684,transit,1,2014.0
Kepler-167,Kepler-167,0.77,0.726,4890.0,-0.03,Kepler-167 d,0.10652,762.0,21.803855,0.1405,transit,1,2016.0
Kepler-167,Kepler-167,0.77,0.726,4890.0,-0.03,Kepler-167 e,0.90552,762.0,1071.23228,1.89,transit,1,2016.0
Kepler-1670,Kepler-1670,0.954,1.57,5766.0,0.0,Kepler-1670 b,0.299,762.0,20.4998,0.104541,transit,1,2020.0
Kepler-1671,Kepler-1671,0.954,0.92,5085.99,0.0,Kepler-1671 b,0.118,762.0,4.16787,0.104541,transit,1,2020.0
Kepler-1672,Kepler-1672,0.954,1.08,5899.25,0.0,Kepler-1672 b,0.265,762.0,150.878,0.104541,transit,1,2020.0
Kepler-1673,Kepler-1673,0.954,1.04,6220.81,0.0,Kepler-1673 b,0.262,762.0,33.7888,0.104541,transit,1,2020.0
Kepler-1674,Kepler-1674,0.954,0.87,5326.33,0.0,Kepler-1674 b,0.286,762.0,62.5611,0.104541,transit,1,2020.0
Kepler-1675,Kepler-1675,0.954,1.13,5747.0,0.0,Kepler-1675 b,0.279,762.0,63.0382,0.104541,transit,1,2020.0
Kepler-1676,Kepler-1676,0.954,0.88,5893.0,-0.104,Kepler-1676 b,0.301,762.0,29.9221,0.104541,transit,1,2020.0
Kepler-1677,Kepler-1677,0.954,1.2,5804.5,0.0,Kepler-1677 b,0.241,762.0,22.064,0.104541,transit,1,2020.0
Kepler-1678,Kepler-1678,0.954,0.9,5421.0,0.0,Kepler-1678 b,0.295,762.0,147.974,0.104541,transit,1,2020.0
Kepler-1679,Kepler-1679,0.954,0.9,5358.25,0.0,Kepler-1679 b,0.185,762.0,9.75376,0.104541,transit,1,2020.0
Kepler-168,Kepler-168,1.12,1.107,6282.0,0.0,Kepler-168 c,0.24514,762.0,13.193242,0.104541,transit,1,2014.0
Kepler-168,Kepler-168,1.12,1.107,6282.0,0.0,Kepler-168 b,0.13305,762.0,4.425391,0.104541,transit,1,2014.0
Kepler-1680,Kepler-1680,0.954,0.7,4975.5,0.0,Kepler-1680 b,0.121,762.0,8.77424,0.104541,transit,1,2020.0
Kepler-1681,Kepler-1681,0.954,0.89,5173.08,0.0,Kepler-1681 b,0.228,762.0,69.8956,0.104541,transit,1,2020.0
Kepler-1682,Kepler-1682,0.954,0.84,5517.75,0.0,Kepler-1682 b,0.258,762.0,14.8334,0.104541,transit,1,2020.0
Kepler-1683,Kepler-1683,0.954,0.95,5047.59,0.0,Kepler-1683 b,0.167,762.0,15.0337,0.104541,transit,1,2020.0
Kepler-1684,Kepler-1684,0.954,0.6,4787.0,0.0,Kepler-1684 b,0.256,762.0,47.7055,0.104541,transit,1,2020.0
Kepler-1685,Kepler-1685,0.954,0.79,5378.58,0.0,Kepler-1685 b,0.23,762.0,20.4905,0.104541,transit,1,2020.0
Kepler-1686,Kepler-1686,0.954,1.14,5774.33,0.0,Kepler-1686 b,0.127,762.0,9.30987,0.104541,transit,1,2020.0
Kepler-1687,Kepler-1687,0.954,0.65,4249.0,0.0,Kepler-1687 b,0.148,762.0,5.77954,0.104541,transit,1,2020.0
Kepler-1688,Kepler-1688,0.954,0.945,4936.24,0.0,Kepler-1688 b,0.113,762.0,5.62012,0.104541,transit,1,2020.0
Kepler-1689,Kepler-1689,0.954,0.96,5806.0,0.0,Kepler-1689 b,0.084,762.0,8.483,0.104541,transit,1,2020.0
Kepler-169,Kepler-169,0.918,0.763,4997.0,0.0,Kepler-169 e,0.20049,762.0,13.767102,0.104541,transit,1,2014.0
Kepler-169,Kepler-169,0.918,0.763,4997.0,0.0,Kepler-169 c,0.11027,762.0,6.195469,0.104541,transit,1,2014.0
Kepler-169,Kepler-169,0.918,0.763,4997.0,0.0,Kepler-169 b,0.10298,762.0,3.250619,0.104541,transit,1,2014.0
Kepler-169,Kepler-169,0.918,0.763,4997.0,0.0,Kepler-169 d,0.11391,762.0,8.348125,0.104541,transit,1,2014.0
Kepler-169,Kepler-169,0.918,0.763,4997.0,0.0,Kepler-169 f,0.23512,762.0,87.090195,0.104541,transit,1,2014.0
Kepler-1690,Kepler-1690,0.954,0.87,5336.5,0.0,Kepler-1690 b,0.251,762.0,234.636,0.104541,transit,1,2020.0
Kepler-1691,Kepler-1691,0.954,1.21,5753.0,0.0,Kepler-1691 b,0.164,762.0,3.8482,0.104541,transit,1,2020.0
Kepler-1692,Kepler-1692,0.954,0.94,4935.73,0.0,Kepler-1692 b,0.099,762.0,5.95966,0.104541,transit,1,2020.0
Kepler-1693,Kepler-1693,0.954,0.89,5356.0,0.0,Kepler-1693 b,0.115,762.0,12.0999,0.104541,transit,1,2020.0
Kepler-1694,Kepler-1694,0.954,0.72,4958.0,0.0,Kepler-1694 b,0.105,762.0,3.89526,0.104541,transit,1,2020.0
Kepler-1695,Kepler-1695,0.954,0.95,5437.0,0.0,Kepler-1695 b,0.1,762.0,4.7329,0.104541,transit,1,2020.0
Kepler-1696,Kepler-1696,0.954,1.27,5379.0,0.0,Kepler-1696 b,0.251,762.0,65.9409,0.104541,transit,1,2020.0
Kepler-1697,Kepler-1697,0.954,0.64,5017.0,0.0,Kepler-1697 b,0.112,762.0,33.4969,0.104541,transit,1,2020.0
Kepler-1698,Kepler-1698,0.954,0.74,4945.83,0.0,Kepler-1698 b,0.096,762.0,1.2107,0.104541,transit,1,2020.0
Kepler-1699,Kepler-1699,0.954,0.945,5214.4,0.0,Kepler-1699 b,0.14,762.0,3.49082,0.104541,transit,1,2020.0
Kepler-17,Kepler-17,1.16,1.05,5781.0,0.26,Kepler-17 b,1.33,1622.7,1.4857108,0.02591,transit,1,2011.0
Kepler-170,Kepler-170,1.089,1.035,5679.0,0.0,Kepler-170 b,0.29162,762.0,7.930592,0.104541,transit,1,2014.0
Kepler-170,Kepler-170,1.089,1.035,5679.0,0.0,Kepler-170 c,0.26063,762.0,16.665863,0.104541,transit,1,2014.0
Kepler-1700,Kepler-1700,0.954,1.14,5885.0,0.0,Kepler-1700 b,0.259,762.0,234.239,0.104541,transit,1,2020.0
Kepler-1701,Kepler-1701,0.954,0.83,5116.26,0.0,Kepler-1701 b,0.198,762.0,169.134,0.104541,transit,1,2020.0
Kepler-1702,Kepler-1702,0.954,0.74,5003.75,0.0,Kepler-1702 b,0.143,762.0,18.5012,0.104541,transit,1,2020.0
Kepler-1704,Kepler-1704,1.13,1.7,5745.0,0.196,Kepler-1704 b,1.065,253.8,988.88113,2.026,transit,1,2013.0
Kepler-1705,Kepler-1705,0.838,0.768,5775.0,-0.52,Kepler-1705 b,0.1811,789.0,9.03502,0.08,transit,1,2017.0
Kepler-1705,Kepler-1705,0.838,0.768,5775.0,-0.52,Kepler-1705 c,0.1829,1095.0,11.28,0.0416,transit,1,2017.0
Kepler-1708,Kepler-1708,1.088,1.117,6157.0,0.0,Kepler-1708 b,0.8886,762.0,737.1131,1.64,transit,1,2021.0
Kepler-1708,Kepler-1708,1.088,1.117,6157.0,0.0,Kepler-1708 b-i,0.2329,762.0,4.6,0.05,transit,1,2021.0
Kepler-171,Kepler-171,0.931,0.839,5642.0,0.0,Kepler-171 b,0.21324,762.0,4.166972,0.104541,transit,1,2014.0
Kepler-171,Kepler-171,0.931,0.839,5642.0,0.0,Kepler-171 c,0.23329,762.0,11.463462,0.104541,transit,1,2014.0
Kepler-171,Kepler-171,0.931,0.839,5642.0,0.0,Kepler-171 d,0.17224,762.0,39.595519,0.104541,transit,1,2014.0
Kepler-1710,Kepler-1710,0.93,0.9,5650.0,-0.04,Kepler-1710 b,0.285,694.0,14.91110039,0.1159,transit,1,2021.0
Kepler-1711,Kepler-1711,0.94,1.03,5706.0,0.0,Kepler-1711 b,0.172,669.0,21.06080055,0.1463,transit,1,2021.0
Kepler-1712,Kepler-1712,0.52,0.51,3732.0,0.02,Kepler-1712 b,0.204,391.0,13.81499958,0.0903,transit,1,2021.0
Kepler-1713,Kepler-1713,1.3,1.46,6477.0,0.1,Kepler-1713 b,0.153,900.0,18.01160049,0.1469,transit,1,2021.0
Kepler-1714,Kepler-1714,1.45,2.09,6150.0,0.22,Kepler-1714 b,0.291,1211.0,10.27530003,0.1047,transit,1,2021.0
Kepler-1715,Kepler-1715,1.08,1.21,6212.0,-0.04,Kepler-1715 b,0.369,646.0,35.59730148,0.2178,transit,1,2021.0
Kepler-1716,Kepler-1716,0.75,0.68,4894.0,-0.24,Kepler-1716 b,0.216,408.0,35.58100128,0.1916,transit,1,2021.0
Kepler-1717,Kepler-1717,1.16,1.64,6200.0,-0.06,Kepler-1717 b,0.267,780.0,30.65279961,0.2014,transit,1,2021.0
Kepler-172,Kepler-172,0.85,1.085,5526.0,0.0,Kepler-172 b,0.21416,762.0,2.940309,0.104541,transit,1,2014.0
Kepler-172,Kepler-172,0.85,1.085,5526.0,0.0,Kepler-172 c,0.26063,762.0,6.388996,0.104541,transit,1,2014.0
Kepler-172,Kepler-172,0.85,1.085,5526.0,0.0,Kepler-172 d,0.20504,762.0,14.627119,0.104541,transit,1,2014.0
Kepler-172,Kepler-172,0.85,1.085,5526.0,0.0,Kepler-172 e,0.25152,762.0,35.118736,0.104541,transit,1,2014.0
Kepler-1728,Kepler-1728,0.89,0.81,5170.0,0.18,Kepler-1728 b,0.264,886.0,4.78299999,0.0535,transit,1,2021.0
Kepler-1729,Kepler-1729,0.54,0.52,3837.0,-0.06,Kepler-1729 b,0.347,595.0,4.22097015,0.0418,transit,1,2021.0
Kepler-173,Kepler-173,1.06,0.949,6031.0,0.0,Kepler-173 c,0.22145,762.0,8.005777,0.104541,transit,1,2014.0
Kepler-173,Kepler-173,1.06,0.949,6031.0,0.0,Kepler-173 b,0.11756,762.0,4.263742,0.104541,transit,1,2014.0
Kepler-1738,Kepler-1738,1.08,1.0,6063.0,-0.02,Kepler-1738 b,0.252,957.0,7.67463016,0.0781,transit,1,2021.0
Kepler-1739,Kepler-1739,0.86,0.76,5757.0,-0.5,Kepler-1739 b,0.217,839.0,7.34370995,0.0697,transit,1,2021.0
Kepler-174,Kepler-174,0.602,0.622,4880.0,0.0,Kepler-174 b,0.17862,762.0,13.98179,0.104541,transit,1,2014.0
Kepler-174,Kepler-174,0.602,0.622,4880.0,0.0,Kepler-174 c,0.13578,762.0,44.000529,0.104541,transit,1,2014.0
Kepler-174,Kepler-174,0.602,0.622,4880.0,0.0,Kepler-174 d,0.19958,762.0,247.35373,0.104541,transit,1,2014.0
Kepler-1748,Kepler-1748,0.92,0.86,5774.0,-0.22,Kepler-1748 b,0.242,955.0,5.82352018,0.0615,transit,1,2021.0
Kepler-1749,Kepler-1749,0.55,0.55,3957.0,-0.16,Kepler-1749 b,0.144,420.0,14.53409958,0.0956,transit,1,2021.0
Kepler-175,Kepler-175,1.045,1.01,6064.0,0.0,Kepler-175 b,0.23329,762.0,11.903515,0.104541,transit,1,2014.0
Kepler-175,Kepler-175,1.045,1.01,6064.0,0.0,Kepler-175 c,0.2825,762.0,34.035257,0.104541,transit,1,2014.0
Kepler-176,Kepler-176,0.954,0.891,5232.0,0.0,Kepler-176 c,0.23694,762.0,12.759712,0.104541,transit,1,2014.0
Kepler-176,Kepler-176,0.954,0.891,5232.0,0.0,Kepler-176 b,0.13032,762.0,5.433074,0.104541,transit,1,2014.0
Kepler-176,Kepler-176,0.954,0.891,5232.0,0.0,Kepler-176 d,0.22874,762.0,25.751974,0.104541,transit,1,2014.0
Kepler-176,Kepler-176,0.954,0.891,5232.0,0.0,Kepler-176 e,0.129,762.0,51.16579,0.104541,transit,1,2016.0
Kepler-1760,Kepler-1760,0.82,0.9,5229.0,0.08,Kepler-1760 b,0.204,480.0,38.3260994,0.2084,transit,1,2021.0
Kepler-1761,Kepler-1761,0.57,0.53,3871.0,0.07,Kepler-1761 b,0.124,613.0,4.04354,0.0413,transit,1,2021.0
Kepler-1762,Kepler-1762,1.3,1.24,6572.0,0.07,Kepler-1762 b,0.246,714.0,29.53910065,0.204,transit,1,2021.0
Kepler-1763,Kepler-1763,1.03,1.26,5897.0,0.02,Kepler-1763 b,0.102,1822.0,1.48028004,0.0257,transit,1,2021.0
Kepler-1766,Kepler-1766,0.92,1.04,5868.0,-0.22,Kepler-1766 b,0.203,406.0,105.0149994,0.4229,transit,1,2021.0
Kepler-1767,Kepler-1767,0.89,0.83,5243.0,0.14,Kepler-1767 b,0.269,393.0,59.65829849,0.2873,transit,1,2021.0
Kepler-1772,Kepler-1772,0.94,0.93,5541.0,0.12,Kepler-1772 b,0.24,1155.0,3.21509004,0.0418,transit,1,2021.0
Kepler-1773,Kepler-1773,1.24,1.3,6183.0,0.26,Kepler-1773 b,0.313,623.0,40.80970001,0.2489,transit,1,2021.0
Kepler-1774,Kepler-1774,1.1,1.12,6214.0,-0.02,Kepler-1774 b,0.284,522.0,59.77080154,0.3096,transit,1,2021.0
Kepler-1775,Kepler-1775,1.15,1.65,5818.0,0.24,Kepler-1775 b,0.325,522.0,85.65399933,0.3986,transit,1,2021.0
Kepler-1776,Kepler-1776,1.04,1.15,5872.0,0.1,Kepler-1776 b,0.233,603.0,35.01190186,0.2124,transit,1,2021.0
Kepler-1777,Kepler-1777,0.98,1.07,5771.0,0.06,Kepler-1777 b,0.19,819.0,12.18420029,0.1031,transit,1,2021.0
Kepler-178,Kepler-178,0.89,1.066,5676.0,0.0,Kepler-178 b,0.26428,762.0,9.576694,0.104541,transit,1,2014.0
Kepler-178,Kepler-178,0.89,1.066,5676.0,0.0,Kepler-178 d,0.35996,762.0,96.678988,0.104541,transit,1,2014.0
Kepler-178,Kepler-178,0.89,1.066,5676.0,0.0,Kepler-178 c,0.26246,762.0,20.552802,0.104541,transit,1,2014.0
Kepler-1788,Kepler-1788,0.69,0.7,4786.0,-0.2,Kepler-1788 b,0.212,956.0,2.80012012,0.0343,transit,1,2021.0
Kepler-1789,Kepler-1789,0.92,0.89,5436.0,0.12,Kepler-1789 b,0.253,380.0,80.23190308,0.3543,transit,1,2021.0
Kepler-179,Kepler-179,0.842,0.759,5302.0,0.0,Kepler-179 c,0.18226,762.0,6.40013,0.104541,transit,1,2014.0
Kepler-179,Kepler-179,0.842,0.759,5302.0,0.0,Kepler-179 b,0.14945,762.0,2.735926,0.104541,transit,1,2014.0
Kepler-1798,Kepler-1798,0.59,0.59,3967.0,0.06,Kepler-1798 b,0.206,408.0,16.85589981,0.1082,transit,1,2021.0
Kepler-1799,Kepler-1799,1.02,0.92,5831.0,0.0,Kepler-1799 b,0.368,770.0,11.9296999,0.1028,transit,1,2021.0
Kepler-18,Kepler-18,0.972,1.108,5383.0,0.2,Kepler-18 b,0.179,1181.7,3.504725,0.0447,transit,1,2011.0
Kepler-18,Kepler-18,0.972,1.108,5383.0,0.2,Kepler-18 c,0.49,911.1,7.64159,0.0752,transit,1,2011.0
Kepler-18,Kepler-18,0.972,1.108,5383.0,0.2,Kepler-18 d,0.62,729.8,14.85888,0.1172,transit,1,2011.0
Kepler-180,Kepler-180,0.91,1.063,5731.0,0.0,Kepler-180 c,0.2743,762.0,41.885775,0.104541,transit,1,2014.0
Kepler-180,Kepler-180,0.91,1.063,5731.0,0.0,Kepler-180 b,0.1367,762.0,13.817124,0.104541,transit,1,2014.0
Kepler-1801,Kepler-1801,0.94,0.98,5738.0,-0.06,Kepler-1801 c,0.362,371.0,116.583183,0.4572,transit,1,2023.0
Kepler-1801,Kepler-1801,0.94,0.98,5738.0,-0.06,Kepler-1801 b,0.242,829.0,10.44089985,0.0915,transit,1,2021.0
Kepler-1808,Kepler-1808,0.77,0.89,5530.0,-0.34,Kepler-1808 b,0.27,601.0,23.3404007,0.1467,transit,1,2021.0
Kepler-1809,Kepler-1809,0.81,0.72,4901.0,0.04,Kepler-1809 b,0.135,877.0,3.7572999,0.0435,transit,1,2021.0
Kepler-181,Kepler-181,0.853,0.749,5333.0,0.0,Kepler-181 c,0.18135,762.0,4.302149,0.104541,transit,1,2014.0
Kepler-181,Kepler-181,0.853,0.749,5333.0,0.0,Kepler-181 b,0.11574,762.0,3.137873,0.104541,transit,1,2014.0
Kepler-1814,Kepler-1814,0.79,0.82,4922.0,0.2,Kepler-1814 c,0.148,1711.0,0.62628177,0.0133,transit,1,2023.0
Kepler-1814,Kepler-1814,0.79,0.82,4922.0,0.2,Kepler-1814 b,0.211,1022.0,2.93535996,0.0371,transit,1,2021.0
Kepler-1818,Kepler-1818,1.02,1.13,6047.0,-0.08,Kepler-1818 b,0.153,1209.0,4.64490986,0.055,transit,1,2021.0
Kepler-1819,Kepler-1819,1.17,1.07,6090.0,0.21,Kepler-1819 b,0.348,760.0,16.48690033,0.1337,transit,1,2021.0
Kepler-182,Kepler-182,1.1,1.146,6250.0,0.0,Kepler-182 c,0.31258,762.0,20.684342,0.104541,transit,1,2014.0
Kepler-182,Kepler-182,1.1,1.146,6250.0,0.0,Kepler-182 b,0.23512,762.0,9.825792,0.104541,transit,1,2014.0
Kepler-1820,Kepler-1820,1.05,0.93,5841.0,0.07,Kepler-1820 b,0.278,561.0,31.03249931,0.1964,transit,1,2021.0
Kepler-1821,Kepler-1821,0.95,0.88,5475.0,0.14,Kepler-1821 b,0.231,644.0,16.45809937,0.1244,transit,1,2021.0
Kepler-1824,Kepler-1824,1.14,1.08,6002.0,0.2,Kepler-1824 b,0.212,421.0,95.61100006,0.4267,transit,1,2021.0
Kepler-1825,Kepler-1825,0.83,0.85,5123.0,0.14,Kepler-1825 b,0.127,1520.0,1.02586997,0.0187,transit,1,2021.0
Kepler-1826,Kepler-1826,0.49,0.49,3821.0,-0.28,Kepler-1826 b,0.132,806.0,1.61536002,0.0213,transit,1,2021.0
Kepler-1827,Kepler-1827,0.92,1.4,5423.0,0.08,Kepler-1827 b,0.166,1329.0,3.70061994,0.0455,transit,1,2021.0
Kepler-183,Kepler-183,0.99,0.958,5888.0,0.0,Kepler-183 c,0.20687,762.0,11.637071,0.104541,transit,1,2014.0
Kepler-183,Kepler-183,0.99,0.958,5888.0,0.0,Kepler-183 b,0.18773,762.0,5.687945,0.104541,transit,1,2014.0
Kepler-1830,Kepler-1830,1.44,2.05,6160.0,0.24,Kepler-1830 b,0.297,681.0,56.49330139,0.3259,transit,1,2021.0
Kepler-1831,Kepler-1831,1.12,1.01,6063.0,0.07,Kepler-1831 b,0.176,1051.0,5.78387022,0.0655,transit,1,2021.0
Kepler-1832,Kepler-1832,0.68,0.72,5242.0,-0.54,Kepler-1832 b,0.109,1022.0,3.13878989,0.037,transit,1,2021.0
Kepler-1833,Kepler-1833,1.29,1.45,6164.0,0.38,Kepler-1833 b,0.116,1177.0,6.8921299,0.0771,transit,1,2021.0
Kepler-1834,Kepler-1834,0.77,0.79,4821.0,0.16,Kepler-1834 b,0.13,848.0,4.60301018,0.0496,transit,1,2021.0
Kepler-1835,Kepler-1835,0.92,0.96,5903.0,-0.26,Kepler-1835 b,0.315,808.0,11.96409988,0.0997,transit,1,2021.0
Kepler-184,Kepler-184,0.97,0.873,5788.0,0.0,Kepler-184 b,0.21507,762.0,10.687576,0.104541,transit,1,2014.0
Kepler-184,Kepler-184,0.97,0.873,5788.0,0.0,Kepler-184 c,0.17953,762.0,20.303005,0.104541,transit,1,2014.0
Kepler-184,Kepler-184,0.97,0.873,5788.0,0.0,Kepler-184 d,0.22691,762.0,29.022358,0.104541,transit,1,2014.0
Kepler-1840,Kepler-1840,0.77,0.8,4898.0,0.14,Kepler-1840 b,0.248,284.0,131.1900024,0.4644,transit,1,2021.0
Kepler-1841,Kepler-1841,0.82,0.9,5190.0,0.12,Kepler-1841 b,0.133,542.0,25.88599968,0.1606,transit,1,2021.0
Kepler-1842,Kepler-1842,1.06,1.13,5970.0,0.06,Kepler-1842 b,0.21,822.0,14.02639961,0.116,transit,1,2021.0
Kepler-1843,Kepler-1843,1.02,1.78,5422.0,0.02,Kepler-1843 b,0.242,772.0,25.54339981,0.171,transit,1,2021.0
Kepler-1844,Kepler-1844,0.94,0.85,5776.0,-0.18,Kepler-1844 b,0.271,1074.0,3.92451,0.0478,transit,1,2021.0
Kepler-1845,Kepler-1845,0.69,0.7,4703.0,-0.14,Kepler-1845 b,0.218,584.0,11.60649967,0.0885,transit,1,2021.0
Kepler-1846,Kepler-1846,0.79,0.73,4825.0,0.08,Kepler-1846 b,0.157,552.0,14.82009983,0.1089,transit,1,2021.0
Kepler-1847,Kepler-1847,1.04,0.96,6122.0,-0.18,Kepler-1847 b,0.245,843.0,11.12969971,0.0989,transit,1,2021.0
Kepler-185,Kepler-185,0.773,0.806,5208.0,0.0,Kepler-185 c,0.18408,762.0,20.729042,0.104541,transit,1,2014.0
Kepler-185,Kepler-185,0.773,0.806,5208.0,0.0,Kepler-185 b,0.10662,762.0,1.6329,0.104541,transit,1,2014.0
Kepler-1850,Kepler-1850,0.61,0.6,4239.0,-0.22,Kepler-1850 b,0.065,1008.0,1.3858,0.0206,transit,1,2021.0
Kepler-1851,Kepler-1851,0.97,0.88,5982.0,-0.28,Kepler-1851 b,0.348,776.0,12.02289963,0.1016,transit,1,2021.0
Kepler-1852,Kepler-1852,0.93,0.83,5237.0,0.24,Kepler-1852 b,0.168,760.0,7.97094011,0.0762,transit,1,2021.0
Kepler-1853,Kepler-1853,0.77,0.79,4821.0,0.16,Kepler-1853 b,0.135,386.0,48.88819885,0.2395,transit,1,2021.0
Kepler-1854,Kepler-1854,0.8,0.76,5026.0,0.0,Kepler-1854 b,0.231,420.0,39.83110046,0.2119,transit,1,2021.0
Kepler-1855,Kepler-1855,0.39,0.36,3460.0,0.07,Kepler-1855 b,0.109,849.0,0.72733098,0.0115,transit,1,2021.0
Kepler-1856,Kepler-1856,0.78,0.82,4948.0,0.14,Kepler-1856 b,0.155,1344.0,1.30200005,0.0215,transit,1,2021.0
Kepler-1857,Kepler-1857,0.87,1.01,6074.0,-0.54,Kepler-1857 b,0.175,946.0,8.94340992,0.0807,transit,1,2021.0
Kepler-1859,Kepler-1859,1.09,1.24,5887.0,0.16,Kepler-1859 b,0.141,1455.0,2.72959995,0.0394,transit,1,2021.0
Kepler-1859,Kepler-1859,1.09,1.24,5887.0,0.16,Kepler-1859 c,0.153,1327.0,3.59645081,0.0473,transit,1,2023.0
Kepler-186,Kepler-186,0.478,0.472,3788.0,-0.28,Kepler-186 c,0.097509,762.0,7.267301,0.052,transit,1,2014.0
Kepler-186,Kepler-186,0.478,0.472,3788.0,-0.28,Kepler-186 d,0.127582,762.0,13.342996,0.0781,transit,1,2014.0
Kepler-186,Kepler-186,0.478,0.472,3788.0,-0.28,Kepler-186 b,0.097509,762.0,3.8867907,0.0343,transit,1,2014.0
Kepler-186,Kepler-186,0.478,0.472,3788.0,-0.28,Kepler-186 e,0.115735,762.0,22.407704,0.11,transit,1,2014.0
Kepler-186,Kepler-186,0.478,0.472,3788.0,-0.28,Kepler-186 f,0.0990277438268,762.0,11.8705247,0.356,transit,1,2014.0
Kepler-1868,Kepler-1868,0.74,0.69,4658.0,0.0,Kepler-1868 b,0.281,215.0,211.0339966,0.6266,transit,1,2021.0
Kepler-1869,Kepler-1869,0.99,0.9,5808.0,-0.06,Kepler-1869 b,0.1,865.0,8.16736031,0.0791,transit,1,2021.0
Kepler-187,Kepler-187,1.0,1.287,6105.0,0.0,Kepler-187 c,0.24332,762.0,10.640263,0.104541,transit,1,2014.0
Kepler-187,Kepler-187,1.0,1.287,6105.0,0.0,Kepler-187 b,0.12849,762.0,4.938864,0.104541,transit,1,2014.0
Kepler-1876,Kepler-1876,1.19,1.48,6104.0,0.01,Kepler-1876 b,0.076,1299.0,6.99205,0.0758,transit,1,2021.0
Kepler-1878,Kepler-1878,0.96,0.86,5918.0,-0.26,Kepler-1878 b,0.261,1063.0,4.44587994,0.0521,transit,1,2021.0
Kepler-1879,Kepler-1879,1.02,1.39,5865.0,0.0,Kepler-1879 b,0.184,987.0,10.61340046,0.0953,transit,1,2021.0
Kepler-188,Kepler-188,1.01,1.141,6021.0,0.0,Kepler-188 c,0.29071,762.0,5.996553,0.104541,transit,1,2014.0
Kepler-188,Kepler-188,1.01,1.141,6021.0,0.0,Kepler-188 b,0.1531,762.0,2.061897,0.104541,transit,1,2014.0
Kepler-1880,Kepler-1880,0.52,0.53,4380.0,-0.92,Kepler-1880 b,0.189,606.0,6.30921984,0.054,transit,1,2021.0
Kepler-1881,Kepler-1881,0.81,0.87,5135.0,0.12,Kepler-1881 b,0.266,289.0,159.3939972,0.5368,transit,1,2021.0
Kepler-1882,Kepler-1882,1.07,1.46,5691.0,0.26,Kepler-1882 b,0.133,894.0,13.78730011,0.1151,transit,1,2021.0
Kepler-1883,Kepler-1883,1.09,1.02,6208.0,-0.12,Kepler-1883 b,0.29,416.0,103.427002,0.4438,transit,1,2021.0
